OBJECTID,Shape,NIB,IdBidang,ls_asal,status_per,kelompok_perubahan,PREDICTED,KECAMATAN,KELURAHAN,TIPEHAK,NIB_1,lb_dpn,letak,s_letak,zonasi,s_zonasi,kls_jln,s_kls_jln,IdBidang_1,ls_tnh,elvasi,s_elvasi,lb_jln,jk_atrs,jk_kolp,jk_kols,CBD,jk_atrp,Shape_Le_1,Shape_Le_2,PREDICTED_1,Shape_Le_3,Shape_Length,Shape_Area,bentuk,s_bentuk
246,"(96455.87462107478, 756211.1848608435)",77,246,93.78767178458003,tetap,,4243942.45408,Pekalipan,Pulasaren,Hak Milik,00077,8.70776804971,Normal,3.0,Perumahan Menengah,3.0,Lokal Setapak,1.0,7094,93.78767178458003,Sama,2.0,1.835479,1330.02888679,1798.39887976,2229.11850986,194.827157163,2188.77279352,35.0056775623,35.0056775643,4243942.45408,40.6904024008,40.69040240082252,93.78767178458003,,
247,"(96806.14898078951, 756173.370298947)",692,247,47.433803198581714,tetap,,1471608.35994,Pekalipan,Pulasaren,Hak Milik,00692,10.6957753553,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7025,47.433803198581714,Sama,2.0,1.835479,940.875474447,2174.66842559,2552.94711348,400.664238265,2172.80906342,26.3598445144,26.3598445125,1471608.35994,30.620486913,30.62048691296654,47.433803198581714,,
248,"(96961.38782774871, 756262.5651283938)",1032,248,191.3178934834848,tetap,,1523080.72314,Pekalipan,Pulasaren,Hak Milik,01032,9.7980355076,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7090,191.3178934834848,Sama,2.0,1.835479,792.17510108,2179.12317875,2738.68854619,618.910266113,2179.1883601,56.7751359426,56.7751359382,1523080.72314,58.9201366523,58.92013665231588,191.3178934834848,,
249,"(96771.4396801591, 756350.6964263791)",255,249,33.00670478425605,tetap,,1365373.23785,Pekalipan,Pulasaren,Hak Milik,00255,5.46011172065,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6890,33.00670478425605,Sama,2.0,1.835478594,937.107549028,1992.59062707,2423.31025717,439.902124501,2332.23978689,27.5982321893,27.5982321923,1365373.23785,28.1540107641,28.15401076407777,33.00670478425605,,
250,"(96767.68845775118, 756221.4485974228)",705,250,10.30479458310355,tetap,,1463435.72098,Pekalipan,Pulasaren,Hak Milik,00705,3.76284196452,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7020,10.30479458310355,Sama,2.0,1.835479,983.25583164,2144.25048824,2569.17297066,416.890095447,2189.03583394,13.0657317916,13.0657317913,1463435.72098,13.0652530733,13.065253073273217,10.30479458310355,,
251,"(96597.01449478859, 756268.5552865213)",48,251,77.18680431222293,tetap,,1644417.94564,Pekalipan,Pulasaren,Hak Milik,00048,10.8855433116,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6907,77.18680431222293,Sama,2.0,1.835479,1142.82349331,1864.56115173,2295.28078183,83.6294228657,2201.94641484,36.9929643684,36.9929643673,1644417.94564,35.5915023478,35.59150234779496,77.18680431222293,,
252,"(96397.77642894453, 755854.4579880588)",229,252,32.48406652842523,tetap,,1321145.5552,Pekalipan,Pulasaren,Hak Milik,00229,5.50666258409,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7429,32.48406652842523,Sama,2.0,1.52,1687.78758337,1687.71710198,1929.00161802,643.798269413,1664.51928446,22.6763882762,22.6763882724,1321145.5552,22.8253708446,22.825370844611058,32.48406652842523,,
253,"(96353.48035134576, 755817.2992301134)",106,253,24.03047708030473,tetap,,1294141.04786,Pekalipan,Pulasaren,Hak Milik,00106,5.86786557236,Tusuk Sate,2.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7296,24.03047708030473,Sama,2.0,1.52,1691.63793178,1640.6965111,1881.98102713,712.878772771,1617.4971417,22.8366111015,22.8366111035,1294141.04786,24.2497479369,24.24974793690764,24.03047708030473,,
254,"(96330.51000646506, 756216.8460855888)",616,254,15.660617630044968,tetap,,1545008.73194,Pekalipan,Pulasaren,Hak Milik,00616,5.87591498277,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6885,15.660617630044968,Sama,2.0,1.835479,1379.86663278,1640.63526468,2071.35489478,371.31445837,2266.75761046,16.1766072637,16.1766072688,1545008.73194,18.69629928,18.69629927996843,15.660617630044968,,
255,"(96328.9414412072, 756254.8316081712)",116,255,154.21575290048887,tetap,,1474685.05571,Pekalipan,Pulasaren,Hak Milik,00116,13.5109688601,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6782,154.21575290048887,Sama,2.0,1.835478594,1383.44111867,1576.3342904,2007.0539205,450.476034563,2310.09931586,45.8487617112,45.8487617108,1474685.05571,62.365367391,62.36536739102955,154.21575290048887,,
256,"(96270.7330016588, 756121.1839886797)",843,256,89.19973709372532,tetap,,1483316.53805,Pekalipan,Pulasaren,Hak Milik,00843,9.65502224771,Tusuk Sate,2.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7487,89.19973709372532,Sama,2.0,1.51,1734.66083625,1533.42050392,1964.14013402,422.740852784,1942.41644376,39.0774767537,39.0774767565,1483316.53805,37.8836636856,37.883663685622516,89.19973709372532,,
257,"(96483.37623624095, 756136.331276089)",50,257,35.085683824876,tetap,,3901592.45143,Pekalipan,Pulasaren,Hak Milik,00050,8.65413652936,Normal,3.0,Perumahan Menengah,3.0,Lokal Setapak,1.0,7501,35.085683824876,Sama,2.0,1.835479,1270.34871535,1777.02984952,2207.74947962,201.929565786,2084.54300407,28.9387462729,28.9387462704,3901592.45143,26.2583417613,26.25834176131695,35.085683824876,,
258,"(96598.21109009, 756284.3407588919)",558,258,107.38618126648001,tetap,,1526993.99204,Pekalipan,Pulasaren,Hak Milik,00558,4.9299379439,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6799,107.38618126648001,Sama,2.0,1.835479,1092.12885699,1868.92891172,2299.64854182,99.786427969,2218.10392459,59.3407268416,59.3407268397,1526993.99204,54.9537733441,54.953773344127924,107.38618126648001,,
259,"(96545.01602595797, 756085.3661262505)",142,259,100.29569323656965,tetap,,1476624.65035,Pekalipan,Pulasaren,Hak Milik,00142,8.82646279888,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7500,100.29569323656965,Sama,2.0,1.835479,1175.48729086,1871.99744904,2302.71707914,197.596061415,2034.23119759,40.7400925716,40.74009257,1476624.65035,40.3843036509,40.3843036508741,100.29569323656965,,
260,"(96364.34894330135, 756270.945279111)",643,260,91.54348915135003,tetap,,2390803.26511,Pekalipan,Pulasaren,Hak Milik,00643,3.11176508196,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,8058,91.54348915135003,Sama,2.0,1.835479,1296.73898984,1643.65505943,2074.37468953,325.595160374,2273.77163309,37.8005337964,37.8005337969,2390803.26511,38.65567895,38.65567895003299,91.54348915135003,,
261,"(96596.85357499088, 756304.363729864)",290,261,67.63069863626494,tetap,,1486011.58325,Pekalipan,Pulasaren,Hak Milik,00290,5.05571847203,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7002,67.63069863626494,Sama,2.0,1.31,1069.56266211,1846.36347604,2277.08310615,123.22248712,2241.54078651,31.1798818386,31.1798818387,1486011.58325,34.8966173933,34.89661739331355,67.63069863626494,,
262,"(96446.7436026399, 756163.9035785681)",181,262,178.43267885281173,tetap,,3835385.55396,Pekalipan,Pulasaren,Hak Milik,00181,14.6824115564,Hook,4.0,Perumahan Menengah,3.0,Lokal Setapak,1.0,7315,178.43267885281173,Sama,2.0,1.835479,1327.69110739,1736.75025621,2167.46988631,215.42006651,2141.88539612,52.6796021258,52.679602123,3835385.55396,54.3253512745,54.32535127447446,178.43267885281173,,
263,"(96366.38080460027, 755849.6172781421)",112,263,71.90957026526802,tetap,,1375226.28647,Pekalipan,Pulasaren,Hak Milik,00112,7.84821528831,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7376,71.90957026526802,Sama,2.0,1.52,1715.45167456,1706.20073375,1977.30262928,595.521082617,1712.82190201,30.9025093992,30.9025094029,1375226.28647,34.0632755685,34.0632755684828,71.90957026526802,,
264,"(96536.10286238547, 756070.2997803198)",961,264,92.52971288539561,tetap,,3795133.37168,Pekalipan,Pulasaren,Hak Milik,00961,8.87291647305,Normal,3.0,Perumahan Menengah,3.0,Lokal Setapak,1.0,7843,92.52971288539561,Sama,2.0,1.835479,1232.06744249,1850.56583128,2281.28546139,257.964775879,1996.37193865,41.4304615692,41.4304615669,3795133.37168,38.8469058862,38.84690588624247,92.52971288539561,,
265,"(96629.68230472, 756252.6333060886)",55,265,93.45530543447293,tetap,,1791921.80422,Pekalipan,Pulasaren,Hak Milik,00055,8.65789487473,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6920,93.45530543447293,Sama,2.0,1.37,1147.90361806,1899.87120246,2330.59083256,59.5183465612,2177.83432762,54.7595022634,54.7595022651,1791921.80422,38.6048616272,38.604861627189585,93.45530543447293,,
266,"(96942.1327390447, 756258.2932960404)",0,266,0.0,tetap,0,0.0,Pekalipan,Pulasaren,Kosong, ,10.0165853468,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7118,204.7076740034559,Sama,2.0,1.835479,812.369518357,2194.4211809,2719.19655398,599.418273913,2199.38277738,60.9357300305,60.9357300262,1557703.54301,60.9354976792,60.93549767921746,204.7076740034559,,
267,"(96477.32006246723, 756191.2613434829)",74,267,68.21031190141915,tetap,,3842950.76784,Pekalipan,Pulasaren,Hak Milik,00074,9.54549184849,Normal,3.0,Perumahan Menengah,3.0,Lokal Setapak,1.0,6744,68.21031190141915,Sama,2.0,1.835479,1338.52330739,1726.8413746,2157.5610047,226.25191447,2152.71759611,34.0372613861,34.0372613878,3842950.76784,34.7711591981,34.77115919805622,68.21031190141915,,
268,"(96691.64982680496, 756169.3403367648)",67,268,116.05751492903033,tetap,,2452441.77572,Pekalipan,Pulasaren,Hak Milik,00067,4.52685369193,Normal,3.0,Perumahan Sederhana,2.0,Lokal Sekunder,2.0,7038,116.05751492903033,Sama,2.0,2.69,1045.01847418,2103.99829552,2482.27698341,329.994108192,2102.13668779,65.3660776877,65.3660776874,2452441.77572,66.1930277548,66.19302775477685,116.05751492903033,,
269,"(96915.7773500212, 756218.9896207681)",671,269,241.98385552534984,tetap,,2475662.51676,Pekalipan,Pulasaren,Hak Milik,00671,8.5227085139,Hook,4.0,Perumahan Sederhana,2.0,Lokal Sekunder,1.0,7254,241.98385552534984,Sama,2.0,1.835479,813.087209945,2184.57755525,2687.92191855,535.63904334,2168.39903451,58.3403214696,58.3403214733,2475662.51676,66.3009043453,66.30090434528596,241.98385552534984,,
270,"(96346.42134920417, 756214.8639409681)",495,270,70.86272846342075,tetap,,2384374.62454,Pekalipan,Pulasaren,Hak Milik,00495,4.53723175991,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7278,70.86272846342075,Sama,2.0,1.835479,1358.7058872,1634.01274831,2064.73237841,364.691941998,2260.13536523,33.6169394882,33.6169394856,2384374.62454,35.5361887509,35.536188750875155,70.86272846342075,,
271,"(96339.39002028533, 756002.2361365353)",1841,271,88.60784596211488,tetap,,1491367.74544,Pekalipan,Pulasaren,Hak Milik,01841,10.0203020618,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7183,88.60784596211488,Sama,2.0,1.26,1793.62512384,1627.55487875,2041.75227292,516.875227621,1777.27360385,37.8758631791,37.8758631784,1491367.74544,37.8213026584,37.82130265839405,88.60784596211488,,
272,"(96461.13722541572, 755818.818666665)",288,272,77.70340346627019,tetap,,5214170.95805,Pekalipan,Pulasaren,Hak Milik,00288,6.94207427852,Hook,4.0,Perumahan Mewah,4.0,Lokal Setapak,1.0,7375,77.70340346627019,Sama,2.0,1.835478594,1499.24143171,1700.3940448,1941.67856084,581.807024253,1652.92098184,35.8026888932,35.802688894,5214170.95805,36.163677959,36.163677959002015,77.70340346627019,,
273,"(96765.92870094416, 756339.8083125678)",366,273,61.531270606407865,tetap,,1370742.94677,Pekalipan,Pulasaren,Hak Milik,00366,4.17326432554,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6777,61.531270606407865,Sama,2.0,1.835478594,938.949750134,1994.43263748,2425.15226758,441.744134915,2334.08198799,34.4852887869,34.4852887826,1370742.94677,31.5886394483,31.58863944828076,61.531270606407865,,
274,"(96418.2005369147, 755827.3159430148)",863,274,79.410607198517,tetap,,1335929.52887,Pekalipan,Pulasaren,Hak Milik,00863,6.72339518065,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7496,79.410607198517,Sama,2.0,1.52,1615.85645115,1702.98855089,1944.27306692,698.418585281,1679.79086305,33.4265252932,33.4265252932,1335929.52887,37.4202759502,37.42027595019285,79.410607198517,,
275,"(96242.65066361928, 756168.4789769021)",722,275,45.682597219313195,tetap,,1497433.24922,Pekalipan,Pulasaren,Hak Milik,00722,4.11622568036,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7851,45.682597219313195,Sama,2.0,1.51,1701.50506629,1500.26581957,1930.98544968,389.586168443,1976.85523156,30.7186465065,30.7186465078,1497433.24922,29.5755127121,29.575512712082045,45.682597219313195,,
276,"(96403.59829275342, 756148.807998167)",387,276,126.41853142852146,tetap,,1501264.47667,Pekalipan,Pulasaren,Hak Milik,00387,10.7401489015,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7146,126.41853142852146,Sama,2.0,1.835479,1371.50692534,1689.93578293,2120.65541304,259.234449301,2154.67444542,45.2034408411,45.2034408373,1501264.47667,45.2508179639,45.250817963937834,126.41853142852146,,
277,"(96716.59409135357, 756321.1802703202)",341,277,64.97289380417409,tetap,,2305004.93096,Pekalipan,Pulasaren,Hak Milik,00341,5.49272732937,Normal,3.0,Perumahan Sederhana,2.0,Lokal Sekunder,2.0,7071,64.97289380417409,Sama,2.0,2.69,933.479889698,1988.96292458,2419.68255468,436.274422016,2246.35291374,33.7594112667,33.7594112685,2305004.93096,36.0768548929,36.07685489291421,64.97289380417409,,
278,"(96473.02984321368, 756219.2538599535)",84,278,106.30631151009334,tetap,,1773477.66193,Pekalipan,Pulasaren,Hak Milik,00084,11.2907034351,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6983,106.30631151009334,Sama,2.0,1.835479,1327.42616735,1754.66179377,2185.38142387,192.224368829,2186.17007409,42.5739241993,42.573924201,1773477.66193,42.5743255933,42.574325593347,106.30631151009334,,
279,"(96334.79900062537, 756011.8427356617)",1840,279,82.45182268888662,tetap,,1421786.83058,Pekalipan,Pulasaren,Hak Milik,01840,7.76823960271,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6724,82.45182268888662,Sama,2.0,1.26,1687.36494396,1691.75665676,2054.37489522,581.077005632,1789.89667734,36.3899063275,36.3899063262,1421786.83058,36.5812779571,36.58127795711618,82.45182268888662,,
280,"(96707.38710496097, 756376.232304731)",666,280,900.1578166919685,tetap,,8219894.50507,Pekalipan,Pulasaren,Hak Milik,00666,25.3432394782,Hook,4.0,Perdagangan dan Jasa Kelas 1,7.0,Lokal Sekunder,2.0,7256,900.1578166919685,Sama,2.0,2.69,881.800462044,1937.28542133,2368.00505143,384.596918766,2316.52323185,111.149923149,111.149923149,8219894.50507,120.764689527,120.76468952655586,900.1578166919685,,
281,"(96892.24465872746, 756388.1031942074)",384,281,419.69138480533763,tetap,,7928264.1716,Pekalipan,Pulasaren,Hak Milik,00384,8.39598147061,Normal,3.0,Perdagangan dan Jasa Kelas 1,7.0,Lokal Sekunder,2.0,6703,419.69138480533763,Sama,2.0,1.835479,767.36961001,2007.04624645,2531.82161954,447.466594305,2345.23055431,116.514043121,116.514043122,7928264.1716,116.513690378,116.5136903781574,419.69138480533763,,
282,"(96478.95094231091, 756220.9877992771)",429,282,73.05269608984898,tetap,,1768992.12538,Pekalipan,Pulasaren,Hak Milik,00429,4.56173241835,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7162,73.05269608984898,Sama,2.0,1.835479,1316.61968778,1761.38060745,2192.10023755,197.631305463,2199.59775985,41.4226421603,41.4226421594,1768992.12538,41.4205764621,41.42057646211857,73.05269608984898,,
283,"(96264.94112919546, 756260.4456858163)",430,283,49.90595688114254,tetap,,1264818.00023,Pekalipan,Pulasaren,Hak Milik,00430,5.70005049228,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6688,49.90595688114254,Sama,2.0,1.835478594,1407.32755131,1494.27902022,1924.99865032,383.599369085,2228.04192089,30.8726074605,30.8726074571,1264818.00023,30.473069104,30.47306910401381,49.90595688114254,,
284,"(96576.34959795237, 756288.1633703558)",435,284,96.84792175243572,tetap,,1594287.13357,Pekalipan,Pulasaren,Hak Milik,00435,8.24787606571,Tusuk Sate,2.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7134,96.84792175243572,Sama,2.0,1.835479,1178.05403955,1832.19007966,2262.90970976,118.858897998,2196.84316487,41.0035530534,41.0035530505,1594287.13357,40.5610375144,40.56103751444772,96.84792175243572,,
285,"(96697.82538765162, 756296.2781374437)",436,285,48.740448052760534,tetap,,1412087.72629,Pekalipan,Pulasaren,Hak Milik,00436,6.22320816004,Normal,3.0,Perumahan Sederhana,2.0,Lokal Sekunder,2.0,7135,48.740448052760534,Sama,2.0,2.69,973.451172519,2028.93343479,2459.65306489,466.409788112,2238.55652734,23.6033034721,23.6033034756,1412087.72629,28.0387299416,28.038729941649233,48.740448052760534,,
286,"(96375.16117650036, 755842.6228109712)",851,286,44.529387509544875,tetap,,1271244.08895,Pekalipan,Pulasaren,Hak Milik,00851,5.1864994477,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7495,44.529387509544875,Sama,2.0,1.52,1651.80441342,1642.13447347,1883.41898951,714.316735144,1618.9352237,23.8399314004,23.8399314024,1271244.08895,27.0606545055,27.06065450547093,44.529387509544875,,
287,"(96434.58318847863, 756246.9299424209)",408,287,190.2970827435683,tetap,,1695609.93338,Pekalipan,Pulasaren,Hak Milik,00408,13.2086796098,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7312,190.2970827435683,Sama,2.0,1.835479,1349.4001464,1710.44649289,2141.16612299,230.41057253,2226.11989643,54.5209339104,54.5209339086,1695609.93338,55.3518530555,55.35185305545981,190.2970827435683,,
288,"(96354.22133316919, 756021.5289702564)",998,288,53.51816181500614,tetap,,1681751.25835,Pekalipan,Pulasaren,Hak Milik,00998,5.86034144575,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7910,53.51816181500614,Sama,2.0,1.52,1402.64646104,1689.83360846,2120.55323856,285.137202198,2216.84074976,42.6854671346,42.6854671359,1681751.25835,34.6103926098,34.610392609822156,53.51816181500614,,
289,"(96540.35383334033, 755856.7109666347)",318,289,111.26550463530161,tetap,,5312881.48736,Pekalipan,Pulasaren,Hak Milik,00318,10.0909238838,Normal,3.0,Perumahan Mewah,4.0,Lokal Setapak,1.0,7374,111.26550463530161,Sama,2.0,1.835479,1406.62968816,1783.26719731,2024.55171335,489.198436688,1730.52999097,42.3796845245,42.3796845267,5312881.48736,42.4157998686,42.415799868624404,111.26550463530161,,
290,"(96357.6030804736, 756014.7390487981)",1001,290,47.00013624902263,tetap,,1507410.07704,Pekalipan,Pulasaren,Hak Milik,01001,5.63360065967,Tusuk Sate,2.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7173,47.00013624902263,Sama,2.0,1.52,1716.86147454,1721.25219413,2093.30661554,610.572542996,1828.82967182,27.2767447361,27.2767447328,1507410.07704,27.5140479024,27.514047902393195,47.00013624902263,,
291,"(96851.43454472261, 756391.6029928027)",162,291,418.12114890396913,tetap,,7937974.26799,Pekalipan,Pulasaren,Hak Milik,00162,12.5710793497,Hook,4.0,Perdagangan dan Jasa Kelas 1,7.0,Lokal Sekunder,2.0,6864,418.12114890396913,Sama,2.0,1.835479,738.709004897,1978.38611777,2503.16149085,418.806465625,2341.47291614,94.3953189792,94.3953189747,7937974.26799,91.6581814843,91.65818148426001,418.12114890396913,,
292,"(96448.10878172598, 756207.0813629887)",775,292,133.48302820148666,tetap,,1735524.09584,Pekalipan,Pulasaren,Hak Milik,00775,10.4780687819,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6982,133.48302820148666,Sama,2.0,1.835479,1349.34918584,1726.18945588,2156.90908599,226.443317717,2190.86467247,47.9842755952,47.9842755912,1735524.09584,46.579775797,46.579775797012786,133.48302820148666,,
293,"(96864.51333983136, 756310.7169412724)",298,293,272.4529774598973,tetap,,2482578.84807,Pekalipan,Pulasaren,Hak Milik,00298,15.519471712,Hook,4.0,Perumahan Sederhana,2.0,Lokal Sekunder,1.0,6956,272.4529774598973,Sama,2.0,3.66,823.847724901,2063.52201783,2588.29739091,503.942365679,2281.62050413,67.2685888757,67.2685888746,2482578.84807,65.0538118985,65.0538118984662,272.4529774598973,,
294,"(96727.74581182352, 756386.921854517)",79,294,127.18802186944941,tetap,,8196968.67057,Pekalipan,Pulasaren,Hak Milik,00079,7.16065566921,Hook,4.0,Perdagangan dan Jasa Kelas 1,7.0,Lokal Sekunder,2.0,6853,127.18802186944941,Sama,2.0,2.69,865.046255627,1920.5313925,2351.2510226,367.842889937,2311.49572246,51.5051683924,51.5051683922,8196968.67057,52.1153080524,52.115308052394035,127.18802186944941,,
295,"(96504.87058852888, 756200.7626907785)",8,295,47.317830796015656,tetap,,1833468.44492,Pekalipan,Pulasaren,Hak Milik,00008,7.0293303649,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7414,47.317830796015656,Sama,2.0,0.8,1285.63467193,1803.96577194,2234.68540204,142.413668142,2144.37857866,27.4556178738,27.4556178771,1833468.44492,27.4937886306,27.4937886306098,47.317830796015656,,
296,"(96732.11237254932, 756332.654925015)",718,296,208.08558314609408,tetap,,2262217.97494,Pekalipan,Pulasaren,Hak Milik,00718,17.508735584,Normal,3.0,Perumahan Sederhana,2.0,Lokal Sekunder,2.0,6851,208.08558314609408,Sama,2.0,2.69,920.285200455,1975.7686741,2406.4883042,423.080171535,2259.66088978,60.3001662714,60.3001662761,2262217.97494,59.2116006134,59.211600613362656,208.08558314609408,,
297,"(96926.27136562837, 756297.4540434972)",708,297,147.96089844252435,tetap,,1354319.76261,Pekalipan,Pulasaren,Hak Milik,00708,8.48974849274,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7321,147.96089844252435,Sama,2.0,1.835479,1373.69269914,1566.5855595,1997.3051896,419.12858087,2300.35089633,29.7619894478,29.7619894531,1354319.76261,49.0192742764,49.019274276430224,147.96089844252435,,
298,"(96949.85284514356, 756407.7276286576)",453,298,218.33788440929368,tetap,,7624877.14706,Pekalipan,Pulasaren,Hak Milik,00453,9.78088476738,Tusuk Sate,2.0,Perdagangan dan Jasa Kelas 1,7.0,Lokal Primer,3.0,7033,218.33788440929368,Sama,2.0,13.59,631.552275856,1974.56000517,2576.79614538,414.980353021,2380.7876235,66.2210122141,66.2210122168,7624877.14706,65.9417621627,65.94176216265129,218.33788440929368,,
299,"(96244.45334584212, 756194.5970924201)",987,299,43.92184601783922,tetap,,1433736.89748,Pekalipan,Pulasaren,Hak Guna Bangunan,00987,7.18916052178,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7838,43.92184601783922,Sama,2.0,1.835478594,1644.35971973,1443.12238104,1873.84201115,332.44272992,1998.15063243,30.3957174121,30.3957174119,1433736.89748,29.177947482,29.177947481966115,43.92184601783922,,
300,"(96347.1370281431, 755874.8345029193)",140,300,98.0496283534313,tetap,,1299336.80514,Pekalipan,Pulasaren,Hak Milik,00140,3.84009346963,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7295,98.0496283534313,Sama,2.0,1.52,1666.65474151,1672.09574695,1913.38026299,682.691727486,1648.89721462,34.2055563683,34.2055563641,1299336.80514,42.0597008481,42.05970084810252,98.0496283534313,,
301,"(96721.435676297, 756160.5668763451)",694,301,299.4876696507561,tetap,,2428019.46104,Pekalipan,Pulasaren,Hak Milik,00694,12.1496460161,Normal,3.0,Perumahan Sederhana,2.0,Lokal Sekunder,2.0,6876,299.4876696507561,Sama,2.0,2.69,1034.45018156,2093.43022346,2471.70891135,319.42603613,2091.56839517,73.8982069016,73.8982069023,2428019.46104,74.297455742,74.29745574204036,299.4876696507561,,
302,"(96740.45238285058, 756325.8852543586)",324,302,34.35849366125033,tetap,,1406815.36452,Pekalipan,Pulasaren,Hak Milik,00324,3.65912473806,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7055,34.35849366125033,Sama,2.0,1.85,967.106403448,2022.58862507,2453.30825517,469.900122508,2261.85767511,23.1359768396,23.1359768394,1406815.36452,25.5720808694,25.57208086935228,34.35849366125033,,
303,"(96388.13698948537, 756327.8018263876)",160,303,181.26843466308256,tetap,,8765911.83918,Pekalipan,Pulasaren,Hak Milik,00160,4.73385809796,Normal,3.0,Perdagangan dan Jasa Kelas 1,7.0,Lokal Primer,1.0,6923,181.26843466308256,Sama,2.0,3.78,1235.00417629,1581.92247746,2012.64210756,369.404549731,2315.68785616,74.2136615489,74.213661548,8765911.83918,82.231444778,82.23144477796578,181.26843466308256,,
304,"(96554.94989399306, 756169.5373451711)",458,304,55.630365301512875,tetap,,9566597.56285,Pekalipan,Pulasaren,Hak Milik,00458,5.2511200673,Hook,4.0,Perdagangan dan Jasa Kelas 1,7.0,Lokal Primer,1.0,7307,55.630365301512875,Sama,2.0,3.41,1208.63568696,1845.82996293,2276.54959303,86.4549667954,2067.3795937,31.9221290518,31.9221290509,9566597.56285,31.783279012,31.783279012009306,55.630365301512875,,
305,"(96619.02771200365, 756258.1324930061)",745,305,94.54222666194613,tetap,,1742797.02155,Pekalipan,Pulasaren,Hak Milik,00745,7.18840421753,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6917,94.54222666194613,Sama,2.0,1.835479,1135.38313168,1887.35104267,2318.07067277,64.2777706491,2182.59403628,35.7669178833,35.7669178868,1742797.02155,39.0018669006,39.001866900576104,94.54222666194613,,
306,"(96990.48524122605, 756240.9725816608)",193,306,102.1843049743673,tetap,,1469957.19776,Pekalipan,Pulasaren,Hak Milik,00193,5.00133203496,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6635,102.1843049743673,Sama,2.0,1.835479,741.004714256,2127.95435379,2788.85587777,638.201948598,2128.01797328,50.8661438769,50.8661438769,1469957.19776,50.8690644094,50.86906440935196,102.1843049743673,,
307,"(96414.15107715239, 755836.0178822904)",23,307,118.00845560397498,tetap,,1318844.57352,Pekalipan,Pulasaren,Hak Milik,00023,9.66483924383,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6628,118.00845560397498,Sama,2.0,1.52,1608.29125055,1691.96905529,1933.25357133,690.853310398,1668.77130439,41.7396339432,41.7396339453,1318844.57352,43.7871466936,43.78714669361341,118.00845560397498,,
308,"(96293.95794569282, 756092.5515450125)",153,308,93.7624902813166,tetap,,1511633.96437,Pekalipan,Pulasaren,Hak Milik,00153,6.26509570536,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7345,93.7624902813166,Sama,2.0,2.0,1772.28893444,1571.0475084,2001.7671385,460.367857276,1909.66925753,42.5608908191,42.5608908162,1511633.96437,42.7468600078,42.74686000779679,93.7624902813166,,
