OBJECTID,Shape,NIB,IdBidang,ls_asal,status_per,kelompok_perubahan,PREDICTED,KECAMATAN,KELURAHAN,TIPEHAK,NIB_1,lb_dpn,letak,s_letak,zonasi,s_zonasi,kls_jln,s_kls_jln,IdBidang_1,ls_tnh,elvasi,s_elvasi,lb_jln,jk_atrs,jk_kolp,jk_kols,CBD,jk_atrp,Shape_Le_1,Shape_Le_2,PREDICTED_1,Shape_Le_3,Shape_Length,Shape_Area,bentuk,s_bentuk
500,"(96375.36938357646, 756190.9161001673)",1031,500,167.79592664127088,tetap,,1647142.17219,Pekalipan,Pulasaren,Hak Milik,01031,8.62675018817,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7127,167.79592664127088,Sama,2.0,1.835479,1418.96417719,1656.62993278,2087.34956289,301.45412924,2232.66912253,55.4642143176,55.4642143184,1647142.17219,55.4637152121,55.46371521210816,167.79592664127088,,
501,"(96281.29642828029, 756034.4829387252)",238,501,166.04635932611873,tetap,,1496610.93,Pekalipan,Pulasaren,Hak Milik,00238,9.14186633433,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7516,166.04635932611873,Sama,2.0,2.0,1775.2967377,1655.7575742,2067.24573325,545.077923075,1802.76785552,54.3682632155,54.3682632155,1496610.93,54.2922990424,54.292299042431395,166.04635932611873,,
502,"(96860.25267865261, 756331.6820988486)",442,502,279.6487833733415,tetap,,2485779.88299,Pekalipan,Pulasaren,Hak Milik,00442,15.0891798685,Normal,3.0,Perumahan Sederhana,2.0,Lokal Sekunder,1.0,6881,279.6487833733415,Sama,2.0,3.66,825.628153011,2065.30244415,2590.07781723,505.722792005,2283.40093223,71.3680078483,71.3680078462,2485779.88299,66.3836244109,66.38362441085594,279.6487833733415,,
503,"(96240.83397091318, 756164.834077042)",966,503,31.172494156494785,tetap,,1490698.97322,Pekalipan,Pulasaren,Hak Milik,00966,5.25892405796,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7858,31.172494156494785,Sama,2.0,1.51,1696.11710712,1494.87811653,1925.59774663,384.198465399,1971.46727239,30.8715387938,30.8715387925,1490698.97322,27.5305621297,27.530562129731994,31.172494156494785,,
504,"(96394.48757432614, 756196.9628754841)",919,504,82.47598862280464,tetap,,1663449.43258,Pekalipan,Pulasaren,Hak Milik,00919,5.09984246413,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7559,82.47598862280464,Sama,2.0,1.835479,1395.32139443,1673.83593718,2104.55556728,277.81198884,2209.51568315,36.6763100573,36.6763100573,1663449.43258,38.5552697376,38.555269737631825,82.47598862280464,,
505,"(96176.69482079106, 756292.6235089452)",86,505,57.69785606180839,tetap,,9205403.18498,Pekalipan,Pulasaren,Hak Milik,00086,7.86424619451,Hook,4.0,Perdagangan dan Jasa Kelas 1,7.0,Lokal Setapak,1.0,7471,57.69785606180839,Sama,2.0,1.835478594,1430.58072167,1353.50231347,1784.22194358,242.822662347,2087.2605493,46.6443766304,46.6443766309,9205403.18498,45.6198657351,45.619865735076004,57.69785606180839,,
506,"(96536.4916921371, 755863.653144518)",261,506,40.47703560401839,tetap,,1457757.06652,Pekalipan,Pulasaren,Hak Milik,00261,4.21292856392,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7368,40.47703560401839,Sama,2.0,1.835479,1413.34035195,1851.01488233,2092.29939836,495.908793169,1798.28005415,28.3312601015,28.3312601022,1457757.06652,27.569896851,27.56989685100872,40.47703560401839,,
507,"(96939.06836114434, 756380.925894548)",559,507,907.4494580682774,tetap,,7729483.73684,Pekalipan,Pulasaren,Hak Milik,00559,5.64591203764,Normal,3.0,Perdagangan dan Jasa Kelas 1,7.0,Lokal Primer,3.0,7015,907.4494580682774,Sama,2.0,13.59,675.947670456,1988.90713378,2591.14327398,429.327481633,2425.1830181,166.850415126,166.85041513,7729483.73684,168.602079056,168.6020790556029,907.4494580682774,,
508,"(96877.44757459876, 756189.7253893419)",797,508,678.6827221266484,tetap,,3813353.33425,Pekalipan,Pulasaren,Hak Milik,00797,12.5403630067,Normal,3.0,Perumahan Menengah,3.0,Lokal Primer,3.0,6945,678.6827221266484,Sama,2.0,6.58,830.845846152,2217.79294523,2622.54511276,470.26223755,2103.01980954,154.716514338,154.716514341,3813353.33425,155.196128773,155.196128773349,678.6827221266484,,
509,"(96472.96501228247, 756241.2457883148)",523,509,194.14899399878428,tetap,,1234207.20537,Pekalipan,Pulasaren,Hak Milik,00523,8.27148888691,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7283,194.14899399878428,Sama,2.0,1.64,1316.81897355,1744.9379142,2175.65754431,197.830576438,2199.79704563,58.2735352752,58.2735352776,1234207.20537,57.9161869533,57.91618695329136,194.14899399878428,,
510,"(96301.28810009366, 756248.5231656407)",774,510,72.63968810459633,tetap,,1330710.57007,Pekalipan,Pulasaren,Hak Milik,00774,6.04712187323,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6976,72.63968810459633,Sama,2.0,1.835478594,1367.71423444,1560.60744189,1991.32707199,429.38718889,2294.37243163,34.5900226641,34.5900226649,1330710.57007,36.8938064208,36.89380642076475,72.63968810459633,,
511,"(96694.50052525788, 756146.9206747237)",931,511,270.22344270070244,tetap,,2410793.87587,Pekalipan,Pulasaren,Hak Milik,00931,12.3682188354,Normal,3.0,Perumahan Sederhana,2.0,Lokal Sekunder,2.0,7185,270.22344270070244,Sama,2.0,2.69,1021.25043456,2080.23090023,2458.50958812,306.226712897,2078.36864817,69.5033041292,69.5033041299,2410793.87587,69.5178599916,69.51785999161442,270.22344270070244,,
512,"(96411.12041912618, 755903.2560279211)",437,512,85.21855844651773,tetap,,1325659.17925,Pekalipan,Pulasaren,Hak Milik,00437,4.70806356081,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7367,85.21855844651773,Sama,2.0,1.61,1596.62915966,1739.41765316,1980.7021692,679.191598198,1716.22150705,28.1500245309,28.1500245323,1325659.17925,44.3887469381,44.38874693810013,85.21855844651773,,
513,"(96493.7100833434, 755853.603563729)",853,513,30.631827633878967,tetap,,1368955.41062,Pekalipan,Pulasaren,Hak Milik,00853,5.50179522057,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7555,30.631827633878967,Sama,2.0,1.835478594,1502.1599261,1766.92527656,2008.2097926,584.725380208,1714.18782411,25.0548118462,25.0548118452,1368955.41062,23.9363240908,23.936324090823497,30.631827633878967,,
514,"(96482.73953458398, 756348.57616146)",78,514,216.70535316793442,tetap,,8625014.12727,Pekalipan,Pulasaren,Hak Milik,00078,4.36716482552,Tusuk Sate,2.0,Perdagangan dan Jasa Kelas 1,7.0,Lokal Primer,3.0,6943,216.70535316793442,Sama,2.0,12.785432656,1107.50912866,1715.8707274,2146.5903575,261.339294067,2263.30745112,81.7184470239,81.7184470216,8625014.12727,80.2168766817,80.2168766816789,216.70535316793442,,
515,"(96457.58741362776, 756177.7336192833)",127,515,47.50739351297596,tetap,,3849670.38143,Pekalipan,Pulasaren,Hak Milik,00127,5.20000689918,Tusuk Sate,2.0,Perumahan Menengah,3.0,Lokal Setapak,1.0,7462,47.50739351297596,Sama,2.0,3.78,1319.81803887,1745.64984603,2176.36947613,207.547224483,2134.0123276,33.4514127162,33.4514127171,3849670.38143,30.4147495889,30.414749588880372,47.50739351297596,,
516,"(96428.93708815871, 755823.4455453105)",241,516,219.63557195617688,tetap,,5183002.35421,Pekalipan,Pulasaren,Hak Milik,00241,11.1940029307,Normal,3.0,Perumahan Mewah,4.0,Lokal Setapak,1.0,7366,219.63557195617688,Sama,2.0,1.52,1539.10010955,1659.19543266,1900.4799487,621.664727244,1635.9962986,62.8824626846,62.8824626855,5183002.35421,63.8028461295,63.80284612954819,219.63557195617688,,
517,"(96716.77035611903, 756285.1045858564)",331,517,28.375788998679077,tetap,,2359625.85926,Pekalipan,Pulasaren,Hak Milik,00331,4.28370313711,Normal,3.0,Perumahan Sederhana,2.0,Lokal Sekunder,2.0,6677,28.375788998679077,Sama,2.0,2.69,967.246168713,2022.72805287,2453.44768297,436.794856961,2208.94113826,22.2288396015,22.2288396004,2359625.85926,22.5610130075,22.56101300753228,28.375788998679077,,
518,"(96377.94228281631, 756029.1969294207)",33,518,99.279661364519,tetap,,1594940.15142,Pekalipan,Pulasaren,Hak Milik,00033,4.45859041605,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7365,99.279661364519,Sama,2.0,2.0,1765.59863048,1722.44569149,2142.04246651,611.766040357,1877.56682776,37.322631888,37.3226318909,1594940.15142,40.9247108198,40.924710819817584,99.279661364519,,
519,"(96391.55701384485, 755823.9502737453)",237,519,38.99987679687391,tetap,,1278722.41701,Pekalipan,Pulasaren,Hak Milik,00237,3.35394027951,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7364,38.99987679687391,Sama,2.0,1.52,1575.45468662,1625.54018905,1866.82470509,658.018177288,1602.33997016,28.3949437608,28.3949437597,1278722.41701,27.5236786817,27.523678681653248,38.99987679687391,,
520,"(96404.53961322433, 756186.4136397265)",972,520,75.92257538056757,tetap,,1364079.82621,Pekalipan,Pulasaren,Hak Milik,00972,10.2787985043,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7787,75.92257538056757,Sama,2.0,1.835479,1483.37174927,1399.8490805,1830.5687106,289.169429367,2067.04098216,34.6028017334,34.6028017339,1364079.82621,37.1733827192,37.17338271924432,75.92257538056757,,
521,"(96375.09712238335, 756237.7459783367)",779,521,28.000195743649687,tetap,,2404441.76483,Pekalipan,Pulasaren,Hak Milik,00779,3.47811073052,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7472,28.000195743649687,Sama,2.0,1.835479,1323.84591701,1665.81581078,2096.53544089,352.701111091,2291.93952936,24.6956044583,24.6956044592,2404441.76483,24.4059797398,24.40597973981165,28.000195743649687,,
522,"(96246.62284359071, 756034.1378878594)",1000,522,102.7898994193441,tetap,,1500567.33981,Pekalipan,Pulasaren,Hak Milik,01000,10.0003369737,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6705,102.7898994193441,Sama,2.0,1.835478594,1788.05782625,1586.81574491,2017.53537501,476.136093784,1809.92322421,39.7660826978,39.7660826979,1500567.33981,40.8189587123,40.81895871234241,102.7898994193441,,
523,"(96429.26806735058, 755880.8136985637)",850,523,133.64663584332322,tetap,,1357675.32109,Pekalipan,Pulasaren,Hak Milik,00850,9.405776011,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7430,133.64663584332322,Sama,2.0,1.52,1592.69796389,1744.49525673,1985.77977277,675.260626264,1721.29917173,47.1319215858,47.1319215884,1357675.32109,46.8282634155,46.82826341550488,133.64663584332322,,
524,"(96461.21328215601, 756213.3487997097)",326,524,59.68420498853318,tetap,,1471347.63899,Pekalipan,Pulasaren,Hak Milik,00326,8.46246757181,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7785,59.68420498853318,Sama,2.0,1.835479,1683.51375164,1482.27524719,1912.99487729,371.595596067,1919.70814123,28.5143549218,28.5143549225,1471347.63899,35.7814626136,35.78146261363093,59.68420498853318,,
525,"(96254.29920502035, 756287.7657547252)",709,525,150.33756478644563,tetap,,1221929.07745,Pekalipan,Pulasaren,Hak Milik,00709,7.30341929836,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6994,150.33756478644563,Sama,2.0,1.835478594,1374.65738701,1461.60997917,1892.32960927,350.93032804,2195.37175659,65.0805519499,65.0805519517,1221929.07745,64.1116930865,64.11169308652738,150.33756478644563,,
526,"(96704.98602371411, 756243.8870797092)",57,526,52.45373012121194,tetap,,1988715.44982,Pekalipan,Pulasaren,Hak Milik,00057,4.6529802328,Normal,3.0,Perumahan Sederhana,2.0,Lokal Sekunder,2.0,7284,52.45373012121194,Sama,2.0,2.69,1670.54685807,1601.58552385,1842.87003989,673.767785529,1578.38473871,33.6039184287,33.6039184257,1988715.44982,33.125546622,33.12554662202216,52.45373012121194,,
527,"(96695.33717760547, 756164.9378918129)",66,527,80.00023598196874,tetap,,2434914.37678,Pekalipan,Pulasaren,Hak Milik,00066,4.73216083563,Normal,3.0,Perumahan Sederhana,2.0,Lokal Sekunder,2.0,7040,80.00023598196874,Sama,2.0,2.69,1037.1240678,2096.10403068,2474.38271857,322.099843359,2094.24228141,44.8514335248,44.8514335239,2434914.37678,44.3526140882,44.3526140882138,80.00023598196874,,
528,"(96568.30677261099, 756298.6638894636)",202,528,85.06413119346783,tetap,,1514361.8948,Pekalipan,Pulasaren,Hak Milik,00202,7.98007677016,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6900,85.06413119346783,Sama,2.0,0.81,1106.23746589,1883.03715054,2313.75678064,147.008577284,2265.32758638,33.131318564,33.1313185657,1514361.8948,37.0125844468,37.01258444678968,85.06413119346783,,
529,"(96912.98390171303, 756195.4063520797)",438,529,103.99621049997681,tetap,,3756374.9844,Pekalipan,Pulasaren,Hak Milik,00438,5.18625271414,Normal,3.0,Perumahan Menengah,3.0,Lokal Sekunder,2.0,6736,103.99621049997681,Sama,2.0,1.835479,816.535874449,2183.41104251,2655.56253194,503.279656721,2136.03853075,51.0655165537,51.0655165541,3756374.9844,51.0638253399,51.063825339938504,103.99621049997681,,
530,"(96445.65438295338, 756250.2353665874)",334,530,102.19340039252783,tetap,,1467718.64376,Pekalipan,Pulasaren,Hak Milik,00334,7.68466869085,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7906,102.19340039252783,Sama,2.0,1.64,1682.77302852,1481.53446855,1912.25409865,370.854817425,1918.96741811,45.5842019181,45.5842019191,1467718.64376,40.7056002336,40.705600233595064,102.19340039252783,,
531,"(96316.2253927437, 756038.3094387362)",636,531,81.4365435383552,tetap,,1527441.11886,Pekalipan,Pulasaren,Hak Milik,00636,7.75219904862,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7447,81.4365435383552,Sama,2.0,1.835479,1756.52266468,1627.99302524,2058.71265534,517.31337411,1850.2358849,36.2253883056,36.2253883083,1527441.11886,36.28445072,36.284450720043395,81.4365435383552,,
532,"(96465.54977990386, 756200.812156787)",770,532,37.193648853114226,tetap,,1793733.78143,Pekalipan,Pulasaren,Hak Milik,00770,10.5121026636,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7314,37.193648853114226,Sama,2.0,1.835479,1319.7374862,1788.10769043,2218.82732054,184.53596783,2178.48139294,31.8369056988,31.8369057014,1793733.78143,31.675794435,31.675794435048225,37.193648853114226,,
533,"(96343.99583979134, 755872.8154421566)",214,533,117.23812095655349,tetap,,1371068.19139,Pekalipan,Pulasaren,Hak Milik,00214,4.8130612548,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6641,117.23812095655349,Sama,2.0,1.835478594,1644.07657464,1725.58361993,2020.52418809,614.903968806,1756.04477192,42.7214588735,42.721458876,1371068.19139,44.1986614085,44.198661408462925,117.23812095655349,,
534,"(96465.37191224177, 756215.7344671481)",570,534,69.24530239143725,tetap,,1767272.98844,Pekalipan,Pulasaren,Hak Milik,00570,13.4622041118,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6790,69.24530239143725,Sama,2.0,1.835479,1326.15394414,1753.08123641,2183.80086651,190.9521115,2184.89785088,37.0926314127,37.0926314124,1767272.98844,37.2532991314,37.253299131425166,69.24530239143725,,
535,"(96710.8409708367, 756268.5074111534)",101,535,191.2232684467012,tetap,,2404688.07774,Pekalipan,Pulasaren,Hak Milik,00101,13.7524086989,Tusuk Sate,2.0,Perumahan Sederhana,2.0,Lokal Sekunder,2.0,6830,191.2232684467012,Sama,2.0,2.69,988.806223985,2044.28757964,2475.00720974,424.270763808,2196.41654779,59.6010561463,59.6010561462,2404688.07774,55.7468599803,55.74685998026255,191.2232684467012,,
536,"(96422.00779553915, 755934.9987094899)",664,536,146.45489548622078,tetap,,1337537.43659,Pekalipan,Pulasaren,Hak Milik,00664,10.5161926507,Tusuk Sate,2.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7258,146.45489548622078,Sama,2.0,1.835479,1572.28948318,1767.79504772,2009.07956376,654.852771013,1744.59968657,47.2431350681,47.2431350639,1337537.43659,49.3172991848,49.31729918483548,146.45489548622078,,
537,"(96496.377358917, 755872.612216316)",134,537,59.032063503835694,tetap,,1417119.35826,Pekalipan,Pulasaren,Hak Milik,00134,5.05685878195,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7515,59.032063503835694,Sama,2.0,1.835478594,1522.89403836,1787.65893503,2028.94345107,605.459038674,1734.92193637,26.4366373756,26.4366373735,1417119.35826,32.2761987817,32.276198781710924,59.032063503835694,,
538,"(96482.65897724136, 756143.4203509549)",260,538,72.75581014160606,tetap,,3906836.67132,Pekalipan,Pulasaren,Hak Milik,00260,4.29638249924,Normal,3.0,Perumahan Menengah,3.0,Lokal Setapak,1.0,7348,72.75581014160606,Sama,2.0,1.835479,1275.86089555,1775.99654677,2206.71617688,200.89626304,2090.05518428,40.6865207062,40.6865207074,3906836.67132,42.4039203795,42.40392037954509,72.75581014160606,,
539,"(96529.85188269704, 756137.2090178534)",955,539,28.863891845463762,tetap,,1604047.13905,Pekalipan,Pulasaren,Hak Milik,00955,15.9213504141,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7774,28.863891845463762,Sama,2.0,1.835479,1211.11602713,1831.14517816,2261.86480826,147.733627972,2069.85993387,34.8182924133,34.8182924154,1604047.13905,37.1348458553,37.13484585527534,28.863891845463762,,
540,"(96381.87414982833, 756004.4185195013)",31,540,53.90090431897541,tetap,,1492381.84698,Pekalipan,Pulasaren,Hak Milik,00031,10.882099692,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7363,53.90090431897541,Sama,2.0,2.0,1714.85023489,1719.2411025,2091.29552392,608.561451368,1826.81843217,32.3208810693,32.3208810675,1492381.84698,32.1653372943,32.165337294267296,53.90090431897541,,
541,"(96403.14525403184, 755837.2594030477)",236,541,32.500848900236754,tetap,,1304530.11193,Pekalipan,Pulasaren,Hak Milik,00236,10.1189844973,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7362,32.500848900236754,Sama,2.0,1.52,1615.90440182,1677.77131724,1919.05583328,698.466212348,1654.57324604,26.9456676637,26.9456676647,1304530.11193,29.1253391815,29.125339181520115,32.500848900236754,,
542,"(96357.31537956203, 755895.2611600374)",856,542,136.7328798728179,tetap,,1330213.14792,Pekalipan,Pulasaren,Hak Milik,00856,5.4854199711,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7554,136.7328798728179,Sama,2.0,1.835479,1669.48494281,1716.45978966,1957.7443057,672.540957089,1693.26268832,47.6299147507,47.6299147498,1330213.14792,50.1092347738,50.109234773793496,136.7328798728179,,
543,"(96439.33141395707, 755909.4862219399)",0,543,0.0,tetap,0,0.0,Pekalipan,Pulasaren,Hak Milik, ,3.77571927514,Tusuk Sate,2.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7175,82.87983061790682,Sama,2.0,1.835479,1553.03867941,1783.11054252,2024.39505856,635.602634543,1755.47542676,39.4707223668,39.4707223655,1386794.97125,42.138000998,42.13800099802679,82.87983061790682,,
544,"(96309.89571494519, 756034.4314962506)",690,544,61.91081304953754,tetap,,1525506.95781,Pekalipan,Pulasaren,Hak Milik,00690,6.48561760394,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6867,61.91081304953754,Sama,2.0,1.835479,1764.0185048,1635.48866918,2066.20829929,524.809018059,1842.9294722,32.2145160824,32.2145160837,1525506.95781,32.0749529048,32.07495290477997,61.91081304953754,,
545,"(96469.35544811438, 756170.1611579305)",566,545,142.7196573222536,tetap,,3870241.13786,Pekalipan,Pulasaren,Hak Milik,00566,6.53345676462,Normal,3.0,Perumahan Menengah,3.0,Lokal Setapak,1.0,7460,142.7196573222536,Sama,2.0,3.78,1313.08165863,1762.58146417,2193.30109427,200.811277591,2127.27594736,56.4245109631,56.4245109585,3870241.13786,58.0692993442,58.069299344230636,142.7196573222536,,
546,"(96810.55115698176, 756225.4851229343)",0,546,0.0,tetap,0,0.0,Pekalipan,Pulasaren,Hak Milik, ,6.74370200436,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6631,31.31807018997541,Sama,2.0,1.835479,940.445860573,2171.71447063,2602.43410073,459.098823841,2231.24585941,18.8118003877,18.8118003896,1353802.86684,22.3221156853,22.322115685341416,31.31807018997541,,
547,"(96747.77167445203, 756212.6064782183)",0,547,0.0,tetap,0,0.0,Pekalipan,Pulasaren,Hak Milik, ,6.22640982293,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6649,150.99399436946476,Sama,2.0,1.835478594,1024.69576186,2146.67599792,2544.48946579,392.206590573,2164.35143643,52.3153083574,52.3153083631,1504379.2449,52.9478521064,52.947852106398884,150.99399436946476,,
548,"(96641.14638736352, 756226.922530419)",277,548,219.23959933190602,tetap,,1595099.78395,Pekalipan,Pulasaren,Hak Milik,00277,8.24015471702,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6926,219.23959933190602,Sama,2.0,1.37,1218.08487834,1962.60377369,2393.32340379,41.2980962266,2159.61341163,67.0217330513,67.0217330512,1595099.78395,71.91632832,71.91632831996651,219.23959933190602,,
549,"(96535.69732502624, 755889.8288453313)",182,549,59.831415089836604,tetap,,1382907.23132,Pekalipan,Pulasaren,Hak Milik,00182,4.89250432585,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7546,59.831415089836604,Sama,2.0,1.835479,1415.74009693,1853.41454788,2094.69906392,498.308458719,1800.67979914,33.5880764151,33.5880764194,1382907.23132,34.5730793968,34.573079396809355,59.831415089836604,,
550,"(96431.80389615962, 756342.000368704)",786,550,114.6135162303936,tetap,,8656178.96768,Pekalipan,Pulasaren,Hak Milik,00786,3.81979662483,Normal,3.0,Perdagangan dan Jasa Kelas 1,7.0,Lokal Primer,1.0,7465,114.6135162303936,Sama,2.0,2.08,1154.11420741,1627.59587648,2058.31550658,347.24756421,2349.21856695,46.5015299725,46.501529974,8656178.96768,52.9911915297,52.99119152971528,114.6135162303936,,
551,"(96265.41113240221, 756046.4766858597)",815,551,93.66477268816486,tetap,,1523016.43357,Pekalipan,Pulasaren,Hak Milik,00815,6.8395819093,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7339,93.66477268816486,Sama,2.0,2.0,1809.07166177,1607.8289121,2038.54854221,497.149260976,1830.17871169,38.9128450963,38.912845098,1523016.43357,40.8797365689,40.87973656885676,93.66477268816486,,
552,"(96416.19740915153, 756165.1011870648)",137,552,79.49472370146772,tetap,,1680252.56159,Pekalipan,Pulasaren,Hak Milik,00137,4.77563684732,Tusuk Sate,2.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7408,79.49472370146772,Sama,2.0,1.835479,1352.52022186,1713.13741445,2143.85704455,240.24836421,2166.71451058,37.9772957955,37.9772957954,1680252.56159,38.2162101304,38.21621013037807,79.49472370146772,,
553,"(96370.9820470721, 755905.4396485126)",445,553,90.55644815666449,tetap,,1332485.483,Pekalipan,Pulasaren,Hak Milik,00445,3.79440240839,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7361,90.55644815666449,Sama,2.0,1.835479,1656.2673029,1730.16586188,1971.45037792,673.871399184,1706.96924098,42.9230250765,42.9230250784,1332485.483,45.024019898,45.024019898024584,90.55644815666449,,
554,"(96781.70683141338, 756200.2480178077)",716,554,253.24191470978096,tetap,,1373540.47043,Pekalipan,Pulasaren,Hak Milik,00716,16.8431149409,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7031,253.24191470978096,Sama,2.0,1.835479,960.611922011,2176.9724319,2572.68270735,420.399832135,2192.54551099,64.9998148254,64.9998148249,1373540.47043,64.0068537154,64.00685371543054,253.24191470978096,,
555,"(96626.98791064523, 756222.2304518532)",968,555,92.16016102191575,tetap,,1691121.50079,Pekalipan,Pulasaren,Hak Milik,00968,5.12376106378,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7768,92.16016102191575,Sama,2.0,1.835479,1178.09433788,1930.06072186,2360.78035196,16.2685430818,2134.58328384,39.8607021032,39.8607021036,1691121.50079,48.2037755441,48.20377554413109,92.16016102191575,,
556,"(96852.8075259957, 756254.4689852762)",618,556,122.2123498345421,tetap,,1392990.9314,Pekalipan,Pulasaren,Hak Milik,00618,10.2056684693,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6958,122.2123498345421,Sama,2.0,0.5,911.377820796,2182.8094604,2668.51659592,525.181319024,2230.8804771,46.7015797198,46.7015797182,1392990.9314,44.4601971113,44.46019711133958,122.2123498345421,,
557,"(96518.64646077849, 755875.2473885579)",163,557,129.2541251118971,tetap,,1469816.18125,Pekalipan,Pulasaren,Hak Milik,00163,5.60876786779,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7360,129.2541251118971,Sama,2.0,1.835479,1431.5306298,1869.20492837,2110.48944441,514.098839209,1816.470332,39.6453127885,39.6453127857,1469816.18125,45.8682590653,45.86825906533046,129.2541251118971,,
558,"(96425.73984424584, 755973.1193352883)",862,558,185.55566465117388,tetap,,1392963.33441,Pekalipan,Pulasaren,Hak Milik,00862,11.7208278891,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7402,185.55566465117388,Sama,2.0,1.835479,1581.46108126,1795.18450889,2074.47559501,664.024167856,1809.99787146,54.8445040078,54.8445040079,1392963.33441,55.2035562337,55.20355623372429,185.55566465117388,,
559,"(96305.50125676439, 756044.0773069442)",799,559,192.79583155529363,tetap,,1491025.42728,Pekalipan,Pulasaren,Hak Milik,00799,8.02345876675,Hook,4.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,7448,192.79583155529363,Sama,2.0,1.835479,1761.86139092,1633.33158745,2064.05121755,522.651936322,1844.3199661,63.2519735296,63.2519735358,1491025.42728,62.3499258826,62.34992588262001,192.79583155529363,,
560,"(96338.58706699545, 756075.976422035)",1014,560,95.06291467027184,tetap,,1496076.2203,Pekalipan,Pulasaren,Kosong,01368,14.2893015853,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,8008,95.06291467027184,Sama,2.0,2.0,1799.16223724,1633.36679046,2064.08642056,522.687139331,1903.91341466,53.2242634427,53.2242634462,1572763.92635,55.539148325,41.721354296285426,95.06291467027184,,
561,"(96583.35292221648, 756074.2296968196)",94,561,270.8810259324909,tetap,,9241495.40196,Pekalipan,Pulasaren,Hak Milik,00094,13.0824662306,Hook,4.0,Perdagangan dan Jasa Kelas 1,7.0,Lokal Primer,3.0,7442,270.8810259324909,Sama,2.0,9.56282439703,1169.84165807,1907.50308326,2328.81882725,214.683756263,1964.45573455,63.4632601008,63.4632601001,9241495.40196,65.7633173335,65.76331733354746,270.8810259324909,,
562,"(96414.40766365339, 756279.5525599106)",0,562,0.0,tetap,0,0.0,Pekalipan,Pulasaren,Hak Milik, ,7.47619596031,Normal,3.0,Perumahan Sederhana,2.0,Lokal Setapak,1.0,6735,130.08329995952374,Sama,2.0,1.64,1311.06121144,1657.97687834,2088.69650844,283.770015809,2285.73936151,50.1446866903,50.1446866891,1127915.67586,50.1963623964,50.196362396352455,130.08329995952374,,
